Size	Wait in Queue	Total Wait	TurnAround

57	    120		   7300		   177

25	    177		   7357		   202

13	    202		   7382		   215

6	    215		   7395		   221

57	    221		   7401		   278

25	    101		   7458		   126

13	    126		   7483		   139

6	    139		   7496		   145

58	    145		   7502		   203

25	    64		   7560		   89

13	    89		   7585		   102

6	    102		   7598		   108

58	    108		   7604		   166

26	    166		   7662		   192

14	    192		   7688		   206

6	    206		   7702		   212

58	    212		   7708		   270

26	    270		   7766		   296

14	    0		   7792		   14

6	    14		   7806		   20

58	    20		   7812		   78

26	    78		   7870		   104

14	    104		   7896		   118

6	    118		   7910		   124

59	    124		   7916		   183

26	    183		   7975		   209

14	    209		   8001		   223

6	    223		   8015		   229

59	    229		   8021		   288

27	    288		   8080		   315

14	    315		   8107		   329

6	    329		   8121		   335

59	    47		   8127		   106

27	    106		   8186		   133

14	    133		   8213		   147

7	    147		   8227		   154

59	    154		   8234		   213

27	    213		   8293		   240

14	    240		   8320		   254

7	    254		   8334		   261

60	    261		   8341		   321

27	    108		   8401		   135

14	    135		   8428		   149

7	    149		   8442		   156

60	    156		   8449		   216

28	    216		   8509		   244

14	    244		   8537		   258

7	    258		   8551		   265

60	    265		   8558		   325

28	    325		   8618		   353

14	    353		   8646		   367

7	    367		   8660		   374

60	    374		   8667		   434

28	    67		   8727		   95

14	    95		   8755		   109

7	    109		   8769		   116

61	    116		   8776		   177

28	    177		   8837		   205

14	    205		   8865		   219

7	    219		   8879		   226

61	    7		   8886		   68

29	    68		   8947		   97

14	    97		   8976		   111

7	    111		   8990		   118

61	    118		   8997		   179

29	    179		   9058		   208

14	    208		   9087		   222

7	    222		   9101		   229

61	    229		   9108		   290

29	    290		   9169		   319

14	    319		   9198		   333

7	    333		   9212		   340

62	    111		   9219		   173

30	    173		   9281		   203

14	    203		   9311		   217

7	    217		   9325		   224

62	    224		   9332		   286

30	    0		   9394		   30

14	    30		   9424		   44

7	    44		   9438		   51

62	    51		   9445		   113

30	    113		   9507		   143

15	    143		   9537		   158

7	    158		   9552		   165

62	    165		   9559		   227

30	    227		   9621		   257

15	    257		   9651		   272

7	    272		   9666		   279

63	    279		   9673		   342

31	    85		   9736		   116

15	    116		   9767		   131

7	    131		   9782		   138

63	    138		   9789		   201

31	    201		   9852		   232

15	    232		   9883		   247

7	    247		   9898		   254

63	    254		   9905		   317

31	    317		   9968		   348

15	    348		   9999		   363

7	    46		   10014		   53

63	    53		   10021		   116

31	    116		   10084		   147

15	    147		   10115		   162

8	    162		   10130		   170

64	    170		   10138		   234

32	    118		   10202		   150

15	    150		   10234		   165

8	    165		   10249		   173

64	    173		   10257		   237

32	    237		   10321		   269

15	    269		   10353		   284

8	    15		   10368		   23

64	    23		   10376		   87

32	    87		   10440		   119

15	    119		   10472		   134

8	    134		   10487		   142

65	    142		   10495		   207

32	    207		   10560		   239

15	    239		   10592		   254

8	    254		   10607		   262

Number of Processes: 500
Total time: 10.615 seconds
Average Wait in Ready Queue: 0.163046 seconds
Average Total Wait: 4.658468 seconds
